all	1326334720.000000	neg	1	weight	1.000000	0.000000	all
all	1326334720.000000	neg	1	weight	0.997428	0.676261	week
all	1326939520.000000	neg	1	weight	0.970020	0.914948	week
all	1327544320.000000	neg	1	weight	0.989058	0.667220	week
all	1328149120.000000	neg	1	weight	1.021952	0.851984	week
all	1328753920.000000	neg	1	weight	0.848381	0.629574	week
all	1329358720.000000	neg	1	weight	0.939662	0.562042	week
all	1329963520.000000	neg	1	weight	0.901427	0.729948	week
all	1330568320.000000	neg	1	weight	0.556729	0.275780	week
all	1331173120.000000	neg	1	weight	1.123845	0.744814	week
all	1331777920.000000	neg	1	weight	0.971750	0.690713	week
all	1332382720.000000	neg	1	weight	1.047000	0.608376	week
all	1332987520.000000	neg	1	weight	1.243651	1.437061	week
all	1333592320.000000	neg	1	weight	1.053876	1.028263	week
all	1334197120.000000	neg	1	weight	1.077928	0.759714	week
all	1334801920.000000	neg	1	weight	1.226528	0.909329	week
all	1335406720.000000	neg	1	weight	0.976559	1.150388	week
all	1326334720.000000	neg	1	weight	1.166511	1.484867	day
all	1326421120.000000	neg	1	weight	0.906807	0.498330	day
all	1326507520.000000	neg	1	weight	0.516406	0.395454	day
all	1326593920.000000	neg	1	weight	0.683329	0.554375	day
all	1326680320.000000	neg	1	weight	0.654544	0.353108	day
all	1326766720.000000	neg	1	weight	1.465536	2.017513	day
all	1326853120.000000	neg	1	weight	1.290835	1.203770	day
all	1326939520.000000	neg	1	weight	0.967077	0.834192	day
all	1327025920.000000	neg	1	weight	0.986030	0.790235	day
all	1327112320.000000	neg	1	weight	0.932465	0.663842	day
all	1327198720.000000	neg	1	weight	1.116660	2.039399	day
all	1327285120.000000	neg	1	weight	0.888743	0.799812	day
all	1327371520.000000	neg	1	weight	1.151208	1.007717	day
all	1327457920.000000	neg	1	weight	0.860309	0.714706	day
all	1327544320.000000	neg	1	weight	1.173452	1.353555	day
all	1327630720.000000	neg	1	weight	0.728089	0.499156	day
all	1327717120.000000	neg	1	weight	0.477456	0.284780	day
all	1327803520.000000	neg	1	weight	0.588347	0.332050	day
all	1327889920.000000	neg	1	weight	1.162140	1.235236	day
all	1327976320.000000	neg	1	weight	1.246804	1.397541	day
all	1328062720.000000	neg	1	weight	0.921874	0.913666	day
all	1328149120.000000	neg	1	weight	0.995761	0.609988	day
all	1328235520.000000	neg	1	weight	1.215812	1.583279	day
all	1328321920.000000	neg	1	weight	0.590803	0.513066	day
all	1328408320.000000	neg	1	weight	0.751772	0.570989	day
all	1328494720.000000	neg	1	weight	0.960989	1.111328	day
all	1328581120.000000	neg	1	weight	0.920507	0.787021	day
all	1328667520.000000	neg	1	weight	1.076566	1.669297	day
all	1328753920.000000	neg	1	weight	0.952282	0.935766	day
all	1328840320.000000	neg	1	weight	0.558702	0.248606	day
all	1328926720.000000	neg	1	weight	0.711765	0.483171	day
all	1329013120.000000	neg	1	weight	0.606686	0.431041	day
all	1329099520.000000	neg	1	weight	1.050016	0.958865	day
all	1329185920.000000	neg	1	weight	0.810066	0.552525	day
all	1329272320.000000	neg	1	weight	0.720746	0.678425	day
all	1329358720.000000	neg	1	weight	0.921858	0.931926	day
all	1329445120.000000	neg	1	weight	0.703509	0.513097	day
all	1329531520.000000	neg	1	weight	0.549022	0.304064	day
all	1329617920.000000	neg	1	weight	0.741597	0.508208	day
all	1329704320.000000	neg	1	weight	0.816247	0.623679	day
all	1329790720.000000	neg	1	weight	1.130501	0.630545	day
all	1329877120.000000	neg	1	weight	1.042106	0.776665	day
all	1329963520.000000	neg	1	weight	1.333882	1.557119	day
all	1330049920.000000	neg	1	weight	1.015514	0.889345	day
all	1330136320.000000	neg	1	weight	0.565931	0.389999	day
all	1330222720.000000	neg	1	weight	0.433805	0.213024	day
all	1330309120.000000	neg	1	weight	1.052743	1.290362	day
all	1330395520.000000	neg	1	weight	0.641026	0.369488	day
all	1330481920.000000	neg	1	weight	1.509860	2.345562	day
all	1330568320.000000	neg	1	weight	0.695029	0.511377	day
all	1330654720.000000	neg	1	weight	0.546455	0.597301	day
all	1330741120.000000	neg	1	weight	0.539876	0.606919	day
all	1330827520.000000	neg	1	weight	0.465736	0.355818	day
all	1330913920.000000	neg	1	weight	0.631150	0.488827	day
all	1331000320.000000	neg	1	weight	0.586429	0.462589	day
all	1331086720.000000	neg	1	weight	0.793205	0.666407	day
all	1331173120.000000	neg	1	weight	1.010640	0.731771	day
all	1331259520.000000	neg	1	weight	0.835582	0.695525	day
all	1331345920.000000	neg	1	weight	0.549224	0.357416	day
all	1331432320.000000	neg	1	weight	0.602781	0.484843	day
all	1331518720.000000	neg	1	weight	0.946998	0.691452	day
all	1331605120.000000	neg	1	weight	2.083807	3.045555	day
all	1331691520.000000	neg	1	weight	1.781450	1.976681	day
all	1331777920.000000	neg	1	weight	1.289370	1.459100	day
all	1331864320.000000	neg	1	weight	1.316976	1.757394	day
all	1331950720.000000	neg	1	weight	0.961519	1.154966	day
all	1332037120.000000	neg	1	weight	0.812803	0.706037	day
all	1332123520.000000	neg	1	weight	0.897890	0.579269	day
all	1332209920.000000	neg	1	weight	0.897839	0.526284	day
all	1332296320.000000	neg	1	weight	0.830908	0.626185	day
all	1332382720.000000	neg	1	weight	1.283074	0.933300	day
all	1332469120.000000	neg	1	weight	1.056302	1.062886	day
all	1332555520.000000	neg	1	weight	0.802134	0.540966	day
all	1332641920.000000	neg	1	weight	0.874897	0.568150	day
all	1332728320.000000	neg	1	weight	1.151561	1.097634	day
all	1332814720.000000	neg	1	weight	0.897476	0.712724	day
all	1332901120.000000	neg	1	weight	1.025995	0.894725	day
all	1332987520.000000	neg	1	weight	0.824013	0.789296	day
all	1333073920.000000	neg	1	weight	0.839984	0.606380	day
all	1333160320.000000	neg	1	weight	0.976007	0.788195	day
all	1333246720.000000	neg	1	weight	0.821736	0.675174	day
all	1333333120.000000	neg	1	weight	1.091546	0.811423	day
all	1333419520.000000	neg	1	weight	2.032686	3.927815	day
all	1333505920.000000	neg	1	weight	2.362573	6.225822	day
all	1333592320.000000	neg	1	weight	1.576112	2.497987	day
all	1333678720.000000	neg	1	weight	0.845163	0.564604	day
all	1333765120.000000	neg	1	weight	0.824261	0.920900	day
all	1333851520.000000	neg	1	weight	0.727676	0.622073	day
all	1333937920.000000	neg	1	weight	0.991282	1.062217	day
all	1334024320.000000	neg	1	weight	1.087281	1.019533	day
all	1334110720.000000	neg	1	weight	1.148193	0.900444	day
all	1334197120.000000	neg	1	weight	1.191667	2.312824	day
all	1334283520.000000	neg	1	weight	0.905853	0.980602	day
all	1334369920.000000	neg	1	weight	0.582964	0.366019	day
all	1334456320.000000	neg	1	weight	0.951912	0.750569	day
all	1334542720.000000	neg	1	weight	1.099188	0.769162	day
all	1334629120.000000	neg	1	weight	1.145246	1.108611	day
all	1334715520.000000	neg	1	weight	1.359421	1.454558	day
all	1334801920.000000	neg	1	weight	0.956165	0.818793	day
all	1334888320.000000	neg	1	weight	1.238545	1.517363	day
all	1334974720.000000	neg	1	weight	0.780690	0.840159	day
all	1335061120.000000	neg	1	weight	1.085291	0.616063	day
all	1335147520.000000	neg	1	weight	1.496375	1.568498	day
all	1335233920.000000	neg	1	weight	1.162339	1.124081	day
all	1335320320.000000	neg	1	weight	1.072572	1.074825	day
all	1335406720.000000	neg	1	weight	1.685982	3.269705	day
all	1335493120.000000	neg	1	weight	1.663743	1.028861	day
all	1335579520.000000	neg	1	weight	0.796629	0.640827	day
all	1335665920.000000	neg	1	weight	1.404418	1.286000	day
all	1335752320.000000	neg	1	weight	0.766964	0.485220	day
all	1335838720.000000	neg	1	weight	0.698473	0.482507	day
Aharon_Barak	1326334720.000000	neg	1	weight	1.000000	0.000000	all
Aharon_Barak	1326334720.000000	neg	1	weight	0.714286	0.000000	week
Aharon_Barak	1326939520.000000	neg	1	weight	0.428571	0.000000	week
Aharon_Barak	1327544320.000000	neg	1	weight	0.357143	0.000000	week
Aharon_Barak	1328149120.000000	neg	1	weight	2.785714	0.000000	week
Aharon_Barak	1328753920.000000	neg	1	weight	1.357143	0.000000	week
Aharon_Barak	1329358720.000000	neg	1	weight	0.857143	0.000000	week
Aharon_Barak	1329963520.000000	neg	1	weight	1.357143	0.000000	week
Aharon_Barak	1330568320.000000	neg	1	weight	0.428571	0.000000	week
Aharon_Barak	1331173120.000000	neg	1	weight	1.571429	0.000000	week
Aharon_Barak	1331777920.000000	neg	1	weight	0.642857	0.000000	week
Aharon_Barak	1332382720.000000	neg	1	weight	0.500000	0.000000	week
Aharon_Barak	1332987520.000000	neg	1	weight	0.285714	0.000000	week
Aharon_Barak	1333592320.000000	neg	1	weight	1.357143	0.000000	week
Aharon_Barak	1334197120.000000	neg	1	weight	2.785714	0.000000	week
Aharon_Barak	1334801920.000000	neg	1	weight	0.500000	0.000000	week
Aharon_Barak	1335406720.000000	neg	1	weight	0.071429	0.000000	week
Aharon_Barak	1326334720.000000	neg	1	weight	0.312500	0.000000	day
Aharon_Barak	1326507520.000000	neg	1	weight	0.625000	0.000000	day
Aharon_Barak	1326593920.000000	neg	1	weight	0.937500	0.000000	day
Aharon_Barak	1326680320.000000	neg	1	weight	0.937500	0.000000	day
Aharon_Barak	1326766720.000000	neg	1	weight	0.312500	0.000000	day
Aharon_Barak	1327025920.000000	neg	1	weight	0.625000	0.000000	day
Aharon_Barak	1327112320.000000	neg	1	weight	0.625000	0.000000	day
Aharon_Barak	1327285120.000000	neg	1	weight	0.625000	0.000000	day
Aharon_Barak	1327544320.000000	neg	1	weight	0.937500	0.000000	day
Aharon_Barak	1327717120.000000	neg	1	weight	0.625000	0.000000	day
Aharon_Barak	1328149120.000000	neg	1	weight	0.312500	0.000000	day
Aharon_Barak	1328494720.000000	neg	1	weight	1.250000	0.000000	day
Aharon_Barak	1328581120.000000	neg	1	weight	3.125000	0.000000	day
Aharon_Barak	1328667520.000000	neg	1	weight	7.500000	0.000000	day
Aharon_Barak	1328753920.000000	neg	1	weight	0.937500	0.000000	day
Aharon_Barak	1328840320.000000	neg	1	weight	0.937500	0.000000	day
Aharon_Barak	1328926720.000000	neg	1	weight	1.562500	0.000000	day
Aharon_Barak	1329013120.000000	neg	1	weight	0.937500	0.000000	day
Aharon_Barak	1329099520.000000	neg	1	weight	1.250000	0.000000	day
Aharon_Barak	1329272320.000000	neg	1	weight	0.312500	0.000000	day
Aharon_Barak	1329617920.000000	neg	1	weight	1.875000	0.000000	day
Aharon_Barak	1329704320.000000	neg	1	weight	0.312500	0.000000	day
Aharon_Barak	1329790720.000000	neg	1	weight	0.937500	0.000000	day
Aharon_Barak	1329877120.000000	neg	1	weight	0.625000	0.000000	day
Aharon_Barak	1329963520.000000	neg	1	weight	2.187500	0.000000	day
Aharon_Barak	1330049920.000000	neg	1	weight	1.562500	0.000000	day
Aharon_Barak	1330136320.000000	neg	1	weight	0.312500	0.000000	day
Aharon_Barak	1330222720.000000	neg	1	weight	0.312500	0.000000	day
Aharon_Barak	1330309120.000000	neg	1	weight	0.312500	0.000000	day
Aharon_Barak	1330395520.000000	neg	1	weight	0.937500	0.000000	day
Aharon_Barak	1330481920.000000	neg	1	weight	0.312500	0.000000	day
Aharon_Barak	1330568320.000000	neg	1	weight	0.625000	0.000000	day
Aharon_Barak	1330654720.000000	neg	1	weight	0.312500	0.000000	day
Aharon_Barak	1331000320.000000	neg	1	weight	0.312500	0.000000	day
Aharon_Barak	1331086720.000000	neg	1	weight	0.625000	0.000000	day
Aharon_Barak	1331432320.000000	neg	1	weight	0.937500	0.000000	day
Aharon_Barak	1331518720.000000	neg	1	weight	2.812500	0.000000	day
Aharon_Barak	1331605120.000000	neg	1	weight	2.812500	0.000000	day
Aharon_Barak	1331691520.000000	neg	1	weight	0.312500	0.000000	day
Aharon_Barak	1331777920.000000	neg	1	weight	0.312500	0.000000	day
Aharon_Barak	1331864320.000000	neg	1	weight	0.312500	0.000000	day
Aharon_Barak	1331950720.000000	neg	1	weight	0.625000	0.000000	day
Aharon_Barak	1332037120.000000	neg	1	weight	1.250000	0.000000	day
Aharon_Barak	1332296320.000000	neg	1	weight	0.312500	0.000000	day
Aharon_Barak	1332382720.000000	neg	1	weight	0.312500	0.000000	day
Aharon_Barak	1332555520.000000	neg	1	weight	0.312500	0.000000	day
Aharon_Barak	1332814720.000000	neg	1	weight	1.250000	0.000000	day
Aharon_Barak	1332901120.000000	neg	1	weight	0.312500	0.000000	day
Aharon_Barak	1333073920.000000	neg	1	weight	0.625000	0.000000	day
Aharon_Barak	1333333120.000000	neg	1	weight	0.312500	0.000000	day
Aharon_Barak	1333419520.000000	neg	1	weight	0.312500	0.000000	day
Aharon_Barak	1333592320.000000	neg	1	weight	0.312500	0.000000	day
Aharon_Barak	1333765120.000000	neg	1	weight	0.625000	0.000000	day
Aharon_Barak	1333851520.000000	neg	1	weight	2.187500	0.000000	day
Aharon_Barak	1333937920.000000	neg	1	weight	0.937500	0.000000	day
Aharon_Barak	1334024320.000000	neg	1	weight	1.250000	0.000000	day
Aharon_Barak	1334110720.000000	neg	1	weight	0.625000	0.000000	day
Aharon_Barak	1334197120.000000	neg	1	weight	0.312500	0.000000	day
Aharon_Barak	1334283520.000000	neg	1	weight	0.625000	0.000000	day
Aharon_Barak	1334456320.000000	neg	1	weight	0.312500	0.000000	day
Aharon_Barak	1334542720.000000	neg	1	weight	2.812500	0.000000	day
Aharon_Barak	1334629120.000000	neg	1	weight	5.312500	0.000000	day
Aharon_Barak	1334715520.000000	neg	1	weight	2.812500	0.000000	day
Aharon_Barak	1334801920.000000	neg	1	weight	0.312500	0.000000	day
Aharon_Barak	1334888320.000000	neg	1	weight	0.312500	0.000000	day
Aharon_Barak	1334974720.000000	neg	1	weight	0.312500	0.000000	day
Aharon_Barak	1335147520.000000	neg	1	weight	0.312500	0.000000	day
Aharon_Barak	1335233920.000000	neg	1	weight	0.625000	0.000000	day
Aharon_Barak	1335320320.000000	neg	1	weight	0.312500	0.000000	day
Aharon_Barak	1335838720.000000	neg	1	weight	0.312500	0.000000	day
Alexander_McCall_Smith	1326334720.000000	neg	1	weight	1.000000	0.000000	all
Alexander_McCall_Smith	1326334720.000000	neg	1	weight	0.718929	0.000000	week
Alexander_McCall_Smith	1326939520.000000	neg	1	weight	0.963671	0.000000	week
Alexander_McCall_Smith	1327544320.000000	neg	1	weight	1.009560	0.000000	week
Alexander_McCall_Smith	1328149120.000000	neg	1	weight	0.474187	0.000000	week
Alexander_McCall_Smith	1328753920.000000	neg	1	weight	0.565966	0.000000	week
Alexander_McCall_Smith	1329358720.000000	neg	1	weight	0.520076	0.000000	week
Alexander_McCall_Smith	1329963520.000000	neg	1	weight	1.147228	0.000000	week
Alexander_McCall_Smith	1330568320.000000	neg	1	weight	0.458891	0.000000	week
Alexander_McCall_Smith	1331173120.000000	neg	1	weight	0.948375	0.000000	week
Alexander_McCall_Smith	1331777920.000000	neg	1	weight	0.795411	0.000000	week
Alexander_McCall_Smith	1332382720.000000	neg	1	weight	1.131931	0.000000	week
Alexander_McCall_Smith	1332987520.000000	neg	1	weight	1.147228	0.000000	week
Alexander_McCall_Smith	1333592320.000000	neg	1	weight	0.963671	0.000000	week
Alexander_McCall_Smith	1334197120.000000	neg	1	weight	3.258126	0.000000	week
Alexander_McCall_Smith	1334801920.000000	neg	1	weight	1.223709	0.000000	week
Alexander_McCall_Smith	1335406720.000000	neg	1	weight	0.673040	0.000000	week
Alexander_McCall_Smith	1326334720.000000	neg	1	weight	0.848948	0.000000	day
Alexander_McCall_Smith	1326421120.000000	neg	1	weight	1.273423	0.000000	day
Alexander_McCall_Smith	1326507520.000000	neg	1	weight	0.424474	0.000000	day
Alexander_McCall_Smith	1326593920.000000	neg	1	weight	0.530593	0.000000	day
Alexander_McCall_Smith	1326680320.000000	neg	1	weight	0.530593	0.000000	day
Alexander_McCall_Smith	1326766720.000000	neg	1	weight	0.848948	0.000000	day
Alexander_McCall_Smith	1326853120.000000	neg	1	weight	0.530593	0.000000	day
Alexander_McCall_Smith	1326939520.000000	neg	1	weight	0.212237	0.000000	day
Alexander_McCall_Smith	1327025920.000000	neg	1	weight	0.318356	0.000000	day
Alexander_McCall_Smith	1327112320.000000	neg	1	weight	2.122371	0.000000	day
Alexander_McCall_Smith	1327198720.000000	neg	1	weight	0.212237	0.000000	day
Alexander_McCall_Smith	1327285120.000000	neg	1	weight	1.697897	0.000000	day
Alexander_McCall_Smith	1327371520.000000	neg	1	weight	0.955067	0.000000	day
Alexander_McCall_Smith	1327457920.000000	neg	1	weight	1.167304	0.000000	day
Alexander_McCall_Smith	1327544320.000000	neg	1	weight	0.742830	0.000000	day
Alexander_McCall_Smith	1327630720.000000	neg	1	weight	1.061185	0.000000	day
Alexander_McCall_Smith	1327717120.000000	neg	1	weight	0.530593	0.000000	day
Alexander_McCall_Smith	1327803520.000000	neg	1	weight	1.167304	0.000000	day
Alexander_McCall_Smith	1327889920.000000	neg	1	weight	1.697897	0.000000	day
Alexander_McCall_Smith	1327976320.000000	neg	1	weight	1.167304	0.000000	day
Alexander_McCall_Smith	1328062720.000000	neg	1	weight	0.636711	0.000000	day
Alexander_McCall_Smith	1328149120.000000	neg	1	weight	1.061185	0.000000	day
Alexander_McCall_Smith	1328235520.000000	neg	1	weight	1.061185	0.000000	day
Alexander_McCall_Smith	1328321920.000000	neg	1	weight	0.106119	0.000000	day
Alexander_McCall_Smith	1328408320.000000	neg	1	weight	0.212237	0.000000	day
Alexander_McCall_Smith	1328494720.000000	neg	1	weight	0.530593	0.000000	day
Alexander_McCall_Smith	1328581120.000000	neg	1	weight	0.212237	0.000000	day
Alexander_McCall_Smith	1328667520.000000	neg	1	weight	0.106119	0.000000	day
Alexander_McCall_Smith	1328753920.000000	neg	1	weight	0.318356	0.000000	day
Alexander_McCall_Smith	1328840320.000000	neg	1	weight	0.848948	0.000000	day
Alexander_McCall_Smith	1328926720.000000	neg	1	weight	0.318356	0.000000	day
Alexander_McCall_Smith	1329013120.000000	neg	1	weight	0.530593	0.000000	day
